country,date,fertility_rate,gdp_per_capita,gdp_growth_rate,population,unemployment_rate,net_migration,avg_dest_gdp,gdp_gap_ratio,migration_pressure,pop_growth,gdp_lag_5,fertility_lag_3
Bulgaria,2021,1.8,12966.1457543396,7.82817232822165,6507301.0,5.166,11756.0,53371.48707696068,4.116218349550631,7.409193029191136,-0.6624486924748152,7822.49923292968,1.73
Bulgaria,2022,1.78,13999.1949530956,4.0838640915123,6465097.0,4.148,26498.0,54293.2500889066,3.878312308016033,6.903395908268538,-0.648563820852921,8696.68930427924,1.79
Bulgaria,2023,1.81,15853.208636704,1.68151074972904,6446596.0,4.319,5173.0,56934.79321505122,3.591373489101345,6.500386015273435,-0.2861674001178982,9849.38397225174,1.77
Canada,2000,1.51,24271.0020563821,5.1385391803606,30685730.0,6.829,201727.0,27050.256836082543,1.1145092721447662,1.682909000938597,,,
Canada,2001,1.54,23822.096210932,1.87509810696022,31020855.0,7.219,222100.0,27035.9502538777,1.1349106314779662,1.747762372476068,1.092120018001852,,
Canada,2002,1.52,24256.0192337185,2.99925535017809,31359199.0,7.665,208060.0,28408.729514927418,1.171203289426659,1.780228999928522,1.0906984994449642,,
Canada,2003,1.55,28301.8645937428,1.80638512302554,31642461.0,7.574,185643.0,32507.90732405692,1.1486136263701872,1.78035112087379,0.9032820002832453,,1.51
Canada,2004,1.56,32145.5412620217,3.09236384292251,31938807.0,7.185,194611.0,36517.24976751736,1.1359973524745284,1.7721558698602644,0.9365453590983286,,1.54
Canada,2005,1.58,36383.6600068095,3.21045439063563,32242732.0,6.758,204526.0,38505.624311958745,1.0583219034245621,1.6721486074108083,0.9515853237724192,24271.0020563821,1.52
Canada,2006,1.63,40504.0370977806,2.63794375007348,32571193.0,6.484,202175.0,40982.619977352224,1.0118156834198102,1.6492595639742906,1.0187133025824302,23822.096210932,1.55
Canada,2007,1.67,44660.0838892281,2.04990463726786,32888886.0,6.156,213801.0,45435.300017531576,1.0173581431290248,1.6989880990254713,0.9753803000092764,24256.0192337185,1.56
Canada,2008,1.7,46710.2526864484,0.995406301140747,33247298.0,6.284,238083.0,46955.33693399176,1.0052469047681787,1.7089197381059038,1.0897663119389334,28301.8645937428,1.58
Canada,2009,1.69,40874.8831932903,-2.91508621550267,33630069.0,8.46,244463.0,42255.83467634836,1.0337848423083627,1.7470963835011328,1.1512845344605172,32145.5412620217,1.63
Canada,2010,1.65,47560.6666009406,3.09080634469335,34005902.0,8.178,225369.0,43814.67728781202,0.9212376616888187,1.5200421417865508,1.1175504873332187,36383.6600068095,1.67
Canada,2011,1.63,52223.8588398531,3.13719442170364,34339221.0,7.637,227075.0,47221.08305970434,0.9042051680728916,1.4738544239588134,0.9801798523091598,40504.0370977806,1.7
Canada,2012,1.63,52670.3447335415,1.75566129145483,34713395.0,7.392,243748.0,46529.73392493532,0.8834142658516583,1.4399652533382028,1.0896403270184818,44660.0838892281,1.69
Canada,2013,1.61,52638.1187235237,2.32581354806429,35080992.0,7.143,239813.0,47860.02602784562,0.9092275177846967,1.4638563036333618,1.0589485701413048,46710.2526864484,1.65
Canada,2014,1.61,50960.8431174661,2.87346677785811,35434066.0,7.023,192884.0,49157.63021882968,0.9646157169244637,1.5530313042483865,1.0064538653867139,40874.8831932903,1.63
Canada,2015,1.6,43594.1941045394,0.649971001734855,35704498.0,6.945,224332.0,44810.92904203534,1.0279104812576234,1.6446567700121975,0.7631977656755495,47560.6666009406,1.63
Canada,2016,1.59,42314.0615817218,1.03855092490855,36110803.0,7.038,329455.0,44236.64517592658,1.0454360447174673,1.662243311100773,1.1379658663734693,52223.8588398531,1.61
Canada,2017,1.55,45129.628116623,3.03383491200222,36545075.0,6.426,372685.0,45984.52697074104,1.018943184107541,1.5793619353666886,1.2026096456509094,52670.3447335415,1.61
Canada,2018,1.51,46539.1761570405,2.74296344906655,37072620.0,5.837,420224.0,48615.278707212725,1.044609783017359,1.5773607723562122,1.4435460865793726,52638.1187235237,1.6
Canada,2019,1.47,46352.8693445211,1.90843194590616,37618495.0,5.69,387685.0,48464.50914927236,1.0455557516635343,1.5369669549453955,1.4724478604425606,50960.8431174661,1.59
Canada,2020,1.41,43537.839298904,-5.03823343468899,38028638.0,9.657,256592.0,46886.24039931856,1.0769078382008463,1.5184400518631933,1.0902695602256207,43594.1941045394,1.55
Canada,2021,1.44,52886.6616372703,5.95052802804381,38239864.0,7.527,198867.0,53371.48707696068,1.0091672536076415,1.4532008451950036,0.555439298141569,42314.0615817218,1.51
Canada,2022,1.33,56256.8007264015,4.18903628100851,38935934.0,5.279,459988.0,54293.2500889066,0.9650966529887754,1.2835785484750715,1.8202732101766816,45129.628116623,1.47
Canada,2023,1.26,54220.3285039875,1.52874550838358,40083484.0,5.415,433842.0,56934.79321505122,1.0500635976571793,1.323080133048046,2.9472774429913473,46539.1761570405,1.41
Colombia,2000,2.574,2555.00751039968,2.92486148176778,39089934.0,20.52,-27878.0,27050.256836082543,10.58715355081327,27.251333239793354,,,
Colombia,2001,2.522,2472.99084035833,1.67789830787579,39709262.0,15.04,-28582.0,27035.9502538777,10.932491060080215,27.5717424535223,1.5843669626047552,,
Colombia,2002,2.489,2428.92969771584,2.50398046659659,40324680.0,14.481,-24387.0,28408.729514927418,11.695986730963403,29.11131097336791,1.5498097144187595,,
Colombia,2003,2.45,2311.94218760291,3.91827190322513,40937429.0,13.221,-33114.0,32507.90732405692,14.060865145491409,34.449119606453955,1.5195384067523854,,2.574
Colombia,2004,2.384,2818.57195413044,5.33302206759905,41543171.0,13.717,-25949.0,36517.24976751736,12.955940228527295,30.88696150480907,1.479677680784497,,2.522
Colombia,2005,2.309,3456.06610874512,4.82876110773741,42128977.0,11.062,-41465.0,38505.624311958745,11.141460579855616,25.72563247888662,1.4101138307424765,2555.00751039968,2.489
Colombia,2006,2.241,3789.85361217027,6.71686869844402,42691084.0,11.088,-39303.0,40982.619977352224,10.81377387394217,24.233667251504404,1.3342526688934209,2472.99084035833,2.45
Colombia,2007,2.195,4769.926147194,6.73819469090975,43235374.0,11.204,-49634.0,45435.300017531576,9.525367608523617,20.908181900709337,1.2749500574874117,2428.92969771584,2.384
Colombia,2008,2.155,5541.83629665898,3.28344618616541,43758808.0,11.273,-63313.0,46955.33693399176,8.472884152550632,18.25906534874661,1.2106614366282464,2311.94218760291,2.309
Colombia,2009,2.096,5250.97292433518,1.13964864548062,44271541.0,12.066,-46901.0,42255.83467634836,8.047239108873965,16.867013172199833,1.171725244435362,2818.57195413044,2.241
